Time,KCPLIATANUNIAT1,KCPLIATANUNIAT2,KCPLLACYGNEUNLAC1,KCPLLACYGNEUNLAC2,MPS.ROCKCREEK,SECI.KCPS.CIMARRON,SECI.KCPS.SPEARVILLE,SECI_CIMARRON,WR.JEC.1,WR.JEC.2,WR.JEC.3,WR.LEC.4,WR.LEC.5
2023-01-01 00:00:00-06:00,23.1615,23.1615,22.2436,22.2436,22.8559,17.3592,18.0405,17.3592,17.6536,17.0317,17.1019,24.3936,24.0183
2023-01-01 01:00:00-06:00,20.5651,20.5651,19.7729,19.7729,20.4925,17.1675,17.3628,17.1675,17.5015,17.2527,17.3181,20.9549,20.8391
2023-01-01 02:00:00-06:00,22.1197,22.1197,21.1474,21.1474,21.9965,18.5753,18.7383,18.5753,17.5991,17.1104,17.1791,23.0484,22.7795
2023-01-01 03:00:00-06:00,21.1908,21.1908,20.2595,20.2595,21.1168,18.0899,18.1809,18.0899,17.4774,17.1104,17.1787,21.9023,21.6705
2023-01-01 04:00:00-06:00,21.9438,21.9438,20.977,20.977,21.7675,18.7861,18.8693,18.7861,17.4918,17.0049,17.0748,22.8965,22.6176
2023-01-01 05:00:00-06:00,21.4135,21.4135,20.5245,20.5245,21.2666,18.8083,18.8176,18.8083,17.3447,16.9127,16.9841,22.06,21.8295
2023-01-01 06:00:00-06:00,22.7647,22.7647,21.8163,21.8163,22.5198,19.9549,19.9291,19.9549,17.5727,16.9521,17.0353,23.6773,23.324
2023-01-01 07:00:00-06:00,24.9941,24.9941,23.8441,23.8441,24.6413,21.8562,21.8023,21.8562,17.9822,17.0577,17.1519,26.5317,25.9854
2023-01-01 08:00:00-06:00,26.3279,26.3279,25.1798,25.1798,26.0749,23.556,23.5267,23.556,20.0675,19.2871,19.3889,27.5236,27.0815
2023-01-01 09:00:00-06:00,30.4453,30.4453,29.4898,29.4898,30.5456,28.3605,28.5114,28.3605,28.6939,28.782,28.9088,29.557,29.7065
2023-01-01 10:00:00-06:00,32.6959,32.6959,31.6684,31.6684,32.82,30.8999,31.0808,30.8999,30.8826,30.9733,31.1121,31.7639,31.9288
2023-01-01 11:00:00-06:00,36.0165,36.0165,34.9188,34.9188,36.17,34.4223,34.682,34.4223,34.1057,34.2007,34.3531,34.938,35.1226
2023-01-01 12:00:00-06:00,33.6368,33.6368,32.5951,32.5951,33.8262,32.3329,32.5452,32.3329,31.8415,31.9313,32.0742,32.4555,32.6834
2023-01-01 13:00:00-06:00,29.2421,29.2421,28.3378,28.3378,29.4189,28.1044,28.3039,28.1044,27.66,27.7414,27.8661,28.1921,28.393
2023-01-01 14:00:00-06:00,32.9272,32.9272,31.9644,31.9644,33.0458,31.7731,32.0112,31.7731,31.1849,31.2737,31.4138,31.7756,32.0017
2023-01-01 15:00:00-06:00,33.0202,33.0202,32.0504,32.0504,33.1092,31.523,31.8081,31.523,31.2496,31.3413,31.482,31.8985,32.1021
2023-01-01 16:00:00-06:00,33.2554,33.2554,32.2213,32.2213,33.3505,31.23,31.5397,31.23,31.3886,31.4858,31.6274,32.1514,32.3545
2023-01-01 17:00:00-06:00,30.4769,30.4769,29.262,29.262,30.629,26.802,27.2236,26.802,27.6377,27.5915,27.7221,29.6902,29.7618
2023-01-01 18:00:00-06:00,31.7251,31.7251,29.8374,29.8374,31.178,25.257,25.4986,25.257,19.5975,17.9377,18.0606,34.5613,33.54
2023-01-01 19:00:00-06:00,24.1663,24.1663,23.1166,23.1166,23.9534,16.7237,17.7388,16.7237,18.8049,18.3168,18.4024,24.6727,24.338
2023-01-01 20:00:00-06:00,22.2646,22.2646,21.5015,21.5015,22.0828,14.4662,15.5977,14.4662,18.3755,18.1522,18.2327,22.2203,22.0341
2023-01-01 21:00:00-06:00,20.164,20.164,19.1448,19.1448,20.3061,13.1541,14.3145,13.1541,18.03,18.1027,18.1834,19.3732,19.3778
2023-01-01 22:00:00-06:00,19.4672,19.4672,19.0693,19.0693,19.4347,12.0939,13.2106,12.0939,17.519,17.6675,17.7456,18.5641,18.5798
2023-01-01 23:00:00-06:00,18.1592,18.1592,18.0925,18.0925,18.1812,10.2694,11.1746,10.2694,15.7882,15.9768,16.055,17.1552,17.1095
2023-01-02 00:00:00-06:00,23.7776,23.7776,22.9904,22.9904,23.3338,17.0628,18.4287,17.0628,18.6038,18.0899,18.1723,24.588,24.105
2023-01-02 01:00:00-06:00,19.7305,19.7305,19.3339,19.3339,19.4506,14.1971,15.5148,14.1971,18.1055,18.1522,18.2195,19.4032,19.3184
2023-01-02 02:00:00-06:00,18.2452,18.2452,17.8779,17.8779,18.0527,12.9313,14.1495,12.9313,16.9724,17.0669,17.1294,17.7999,17.7494
2023-01-02 03:00:00-06:00,18.6275,18.6275,18.2565,18.2565,18.4291,13.2813,14.4955,13.2813,17.3291,17.4238,17.4883,18.1736,18.121
2023-01-02 04:00:00-06:00,18.5463,18.5463,18.1382,18.1382,18.3374,14.1677,15.0654,14.1677,17.2876,17.3761,17.4416,18.1108,18.0633
2023-01-02 05:00:00-06:00,18.4949,18.4949,18.0183,18.0183,18.2576,15.1181,15.6495,15.1181,17.2422,17.3259,17.3937,18.064,18.0179
2023-01-02 06:00:00-06:00,18.8159,18.8159,18.3594,18.3594,18.4885,16.2435,16.6044,16.2435,17.6169,17.6885,17.7615,18.4369,18.3942
2023-01-02 07:00:00-06:00,25.1637,25.1637,24.3396,24.3396,24.4821,21.7123,22.0438,21.7123,20.766,20.3357,20.4321,25.8802,25.4881
2023-01-02 08:00:00-06:00,25.7621,25.7621,24.8689,24.8689,25.0377,22.4761,22.7392,22.4761,20.6374,20.066,20.166,26.8061,26.3267
2023-01-02 09:00:00-06:00,26.8045,26.8045,25.6947,25.6947,25.8881,22.7169,22.9412,22.7169,18.9055,17.851,17.9547,28.906,28.1009
2023-01-02 10:00:00-06:00,25.8223,25.8223,24.7581,24.7581,25.0655,21.8821,22.043,21.8821,18.9201,18.0532,18.1492,27.4744,26.7843
2023-01-02 11:00:00-06:00,26.145,26.145,25.0554,25.0554,25.4454,22.5337,22.6054,22.5337,19.0503,18.138,18.238,27.8586,27.1432
2023-01-02 12:00:00-06:00,25.9153,25.9153,24.8829,24.8829,25.2946,21.5474,21.8513,21.5474,19.0503,18.198,18.2976,27.5193,26.832
2023-01-02 13:00:00-06:00,23.9018,23.9018,23.2043,23.2043,23.3436,17.1152,18.2829,17.1152,18.8085,18.3007,18.3877,24.8041,24.3246
2023-01-02 14:00:00-06:00,23.282,23.282,22.7799,22.7799,22.648,15.976,17.4312,15.976,18.7672,18.3502,18.4335,24.0513,23.6352
2023-01-02 15:00:00-06:00,23.2926,23.2926,22.8222,22.8222,22.6084,16.0303,17.4557,16.0303,18.7546,18.333,18.4162,24.076,23.6588
2023-01-02 16:00:00-06:00,24.7896,24.7896,24.176,24.176,23.9458,16.7332,18.2118,16.7332,18.8452,18.2017,18.2865,26.0624,25.4892
2023-01-02 17:00:00-06:00,26.598,26.598,25.7894,25.7894,25.5324,17.1841,18.6965,17.1841,18.9055,18.0193,18.1081,28.3683,27.6028
2023-01-02 18:00:00-06:00,20.2705,20.2705,20.5297,20.5297,19.8585,10.7207,11.589,10.7207,17.3264,17.5696,17.643,19.3519,19.0916
2023-01-02 19:00:00-06:00,18.0,18.0,20.1923,20.1923,17.6962,4.4713,5.1097,4.4713,13.9044,14.2625,14.3339,16.4629,16.1418
2023-01-02 20:00:00-06:00,18.4489,18.4489,23.691,23.691,18.289,0.2823,0.5225,0.2823,12.4193,12.9662,13.0335,16.1461,15.6329
2023-01-02 21:00:00-06:00,16.4205,16.4205,24.8872,24.8872,15.9401,-5.1447,-5.1947,-5.1447,9.3116,9.9736,10.0323,13.9126,13.2872
2023-01-02 22:00:00-06:00,13.5497,13.5497,21.2655,21.2655,13.7039,-9.3047,-9.3365,-9.3047,6.174,6.8681,6.9042,10.7063,10.0313
2023-01-02 23:00:00-06:00,4.7666,4.7666,11.5099,11.5099,4.9639,-13.9742,-14.0477,-13.9742,-1.3178,-0.7236,-0.7152,2.3524,1.7722
2023-01-03 00:00:00-06:00,9.5803,9.5803,14.9009,14.9009,10.0606,-9.1466,-9.0418,-9.1466,3.6109,4.1731,4.1957,7.1416,6.5731
2023-01-03 01:00:00-06:00,4.4094,4.4094,7.9623,7.9623,6.2006,-14.0608,-14.3428,-14.0608,-2.2949,-1.6662,-1.6601,1.3352,0.6754
2023-01-03 02:00:00-06:00,3.4198,3.4198,6.4949,6.4949,5.6983,-15.5818,-16.0973,-15.5818,-3.9149,-3.2327,-3.2277,-0.0152,-0.7426
2023-01-03 03:00:00-06:00,5.4513,5.4513,12.9513,12.9513,6.3537,-14.7315,-15.286,-14.7315,-1.8887,-1.1798,-1.1752,2.4106,1.6996
2023-01-03 04:00:00-06:00,12.7072,12.7072,22.8384,22.8384,12.4769,-10.2671,-11.1586,-10.2671,5.1438,5.8704,5.881,9.8608,9.1441
2023-01-03 05:00:00-06:00,19.1374,19.1374,28.5381,28.5381,18.5951,-2.4363,-2.9686,-2.4363,12.3193,12.9539,12.9791,16.6775,16.0509
2023-01-03 06:00:00-06:00,20.2916,20.2916,26.9467,26.9467,19.7655,1.5046,1.1791,1.5046,14.7398,15.2222,15.2602,18.3106,17.8057
2023-01-03 07:00:00-06:00,24.2539,24.2539,30.9762,30.9762,23.3494,3.7837,3.4777,3.7837,18.337,18.8426,18.9026,21.9151,21.4835
2023-01-03 08:00:00-06:00,25.5833,25.5833,31.2943,31.2943,24.0693,6.3232,6.4888,6.3232,19.2742,19.3421,19.4127,21.9215,22.3608
2023-01-03 09:00:00-06:00,27.4791,27.4791,33.3595,33.3595,25.1626,5.4431,5.4218,5.4431,17.4702,17.1781,17.249,21.3026,22.5045
2023-01-03 10:00:00-06:00,24.6325,24.6325,31.7271,31.7271,22.7471,3.5377,3.6885,3.5377,17.4292,17.3186,17.3835,22.2643,22.4087
2023-01-03 11:00:00-06:00,20.5639,20.5639,24.8651,24.8651,19.566,4.3546,4.8865,4.3546,17.2321,17.2232,17.286,20.2495,20.0357
2023-01-03 12:00:00-06:00,20.787,20.787,23.9311,23.9311,19.6715,5.0111,3.972,5.0111,17.3789,17.2466,17.3135,20.9105,20.6724
2023-01-03 13:00:00-06:00,21.4076,21.4076,23.6591,23.6591,20.4411,8.8721,9.4494,8.8721,17.6045,17.2771,17.3494,22.072,21.8108
2023-01-03 14:00:00-06:00,20.0471,20.0471,20.7546,20.7546,19.2476,9.9624,10.5481,9.9624,17.6,17.3266,17.3996,20.5574,20.4451
2023-01-03 15:00:00-06:00,18.7444,18.7444,19.3476,19.3476,18.2043,10.3436,11.0063,10.3436,17.6416,17.6625,17.7358,18.3355,18.4107
2023-01-03 16:00:00-06:00,22.8815,22.8815,22.2606,22.2606,22.2087,14.7314,15.6585,14.7314,20.5686,20.3842,20.4818,22.8164,22.792
2023-01-03 17:00:00-06:00,26.1424,26.1424,31.9512,31.9512,29.5306,23.3042,24.2528,23.3042,19.4732,18.3007,18.4314,22.5898,24.1425
2023-01-03 18:00:00-06:00,25.9725,25.9725,31.3538,31.3538,30.0051,23.1134,24.2434,23.1134,19.2576,18.1027,18.2397,21.8715,23.497
2023-01-03 19:00:00-06:00,24.0416,24.0416,25.6509,25.6509,26.179,19.4833,20.5841,19.4833,18.7705,18.1027,18.221,21.8281,22.5524
2023-01-03 20:00:00-06:00,21.171,21.171,20.6547,20.6547,20.6993,15.419,16.5594,15.419,18.2273,18.0532,18.1427,21.1298,21.022
2023-01-03 21:00:00-06:00,18.6586,18.6586,18.1988,18.1988,18.5408,12.4739,13.5278,12.4739,16.8608,16.9817,17.0619,17.7381,17.7625
2023-01-03 22:00:00-06:00,18.2174,18.2174,18.2237,18.2237,18.0114,11.4861,12.7023,11.4861,16.5081,16.6273,16.6994,17.3645,17.3911
2023-01-03 23:00:00-06:00,17.2697,17.2697,17.9476,17.9476,17.0828,10.1097,11.1486,10.1097,15.3772,15.5167,15.583,16.5352,16.4925
2023-01-04 00:00:00-06:00,24.3106,24.3106,23.4775,23.4775,23.6944,20.1969,20.856,20.1969,19.1555,18.5483,18.6465,25.4985,25.119
2023-01-04 01:00:00-06:00,20.7131,20.7131,20.1738,20.1738,20.3203,17.0208,17.854,17.0208,18.6746,18.5978,18.6822,20.5605,20.5322
2023-01-04 02:00:00-06:00,23.2507,23.2507,22.639,22.639,22.8788,20.2368,20.8746,20.2368,21.8297,21.8933,21.989,22.6411,22.7179
2023-01-04 03:00:00-06:00,27.6817,27.6817,27.4728,27.4728,26.8407,24.5155,25.1283,24.5155,26.2047,26.2892,26.3983,27.0368,27.1425
2023-01-04 04:00:00-06:00,28.0797,28.0797,27.6778,27.6778,27.2936,25.8065,26.1201,25.8065,26.5654,26.6453,26.7578,27.383,27.5009
2023-01-04 05:00:00-06:00,35.4328,35.4328,33.6956,33.6956,35.1619,32.5354,33.0788,32.5354,33.2209,33.3303,33.4851,34.2391,34.3707
2023-01-04 06:00:00-06:00,43.1579,43.1579,41.3373,41.3373,42.5885,38.839,39.7624,38.839,40.5171,40.6471,40.8361,41.7068,41.8595
2023-01-04 07:00:00-06:00,48.6156,48.6156,45.8841,45.8841,47.6931,41.7206,42.8043,41.7206,43.6551,43.8071,44.0134,41.5463,43.2735
2023-01-04 08:00:00-06:00,40.9244,40.9244,39.025,39.025,40.5464,35.7534,36.5781,35.7534,37.8003,37.9235,38.1018,37.9607,38.5409
2023-01-04 09:00:00-06:00,43.9041,43.9041,42.2523,42.2523,43.6574,39.2666,39.9944,39.2666,41.2459,41.3683,41.5591,42.4287,42.5798
2023-01-04 10:00:00-06:00,43.5193,43.5193,42.4349,42.4349,42.7354,39.9036,40.4134,39.9036,41.2822,41.3585,41.5457,42.2239,42.4576
2023-01-04 11:00:00-06:00,33.5452,33.5452,33.0375,33.0375,32.6944,32.3018,32.4497,32.3018,31.9675,32.019,32.1633,32.7255,32.8899
2023-01-04 12:00:00-06:00,29.1431,29.1431,28.7536,28.7536,28.3733,27.6419,27.6726,27.6419,27.8,27.8405,27.9655,28.5485,28.7099
2023-01-04 13:00:00-06:00,25.4297,25.4297,24.9044,24.9044,24.2911,22.0652,22.0124,22.0652,19.5685,18.7445,18.8399,27.2434,26.7595
2023-01-04 14:00:00-06:00,22.0488,22.0488,21.9229,21.9229,21.0776,11.8886,14.8771,11.8886,18.6001,18.3007,18.3853,22.5958,22.4087
2023-01-04 15:00:00-06:00,22.8881,22.8881,22.0145,22.0145,22.4846,19.4594,19.4553,19.4594,18.9499,18.5483,18.6334,23.4892,23.2382
2023-01-04 16:00:00-06:00,28.3694,28.3694,26.8993,26.8993,28.3602,25.2758,25.1284,25.2758,26.4474,26.5395,26.662,27.3602,27.4561
2023-01-04 17:00:00-06:00,39.0516,39.0516,36.8025,36.8025,39.058,35.2858,34.9359,35.2858,36.2363,36.3721,36.5496,37.6457,37.7595
2023-01-04 18:00:00-06:00,32.149,32.149,30.5843,30.5843,31.9864,29.3825,29.1696,29.3825,30.0211,30.1293,30.2763,31.094,31.2005
2023-01-04 19:00:00-06:00,23.9617,23.9617,23.9155,23.9155,25.3045,22.579,22.2694,22.579,21.2944,21.1931,21.311,22.0185,22.5386
2023-01-04 20:00:00-06:00,20.7894,20.7894,18.626,18.626,20.786,17.1538,17.4448,17.1538,18.1168,18.0972,18.2062,20.4038,20.264
2023-01-04 21:00:00-06:00,18.7382,18.7382,17.3224,17.3224,18.602,15.0746,14.4193,15.0746,17.082,17.1681,17.2669,18.0543,18.0935
2023-01-04 22:00:00-06:00,19.0365,19.0365,17.6984,17.6984,18.9301,14.9289,12.4751,14.9289,17.5862,17.668,17.7619,18.1946,18.2617
2023-01-04 23:00:00-06:00,17.5793,17.5793,16.1868,16.1868,17.6567,14.424,11.5775,14.424,16.3717,16.4487,16.5307,16.9733,17.0271
2023-01-05 00:00:00-06:00,9.6413,9.6413,6.9047,6.9047,10.3534,0.0758,0.5188,0.0758,7.5849,7.6614,7.7245,8.4703,8.373
2023-01-05 01:00:00-06:00,9.3525,9.3525,7.6711,7.6711,10.3291,-1.0774,-1.5535,-1.0774,6.4637,6.5456,6.6044,7.8512,7.6726
2023-01-05 02:00:00-06:00,10.9244,10.9244,10.6084,10.6084,11.6161,-1.8937,-1.83,-1.8937,7.588,7.6747,7.7347,9.3661,9.1586
2023-01-05 03:00:00-06:00,11.0671,11.0671,10.2023,10.2023,11.9261,-2.0002,-1.1192,-2.0002,7.7705,7.8687,7.9405,9.5068,9.3197
2023-01-05 04:00:00-06:00,15.8931,15.8931,16.3236,16.3236,16.4492,3.4937,2.7044,3.4937,12.1011,12.2209,12.3136,14.2413,14.0516
2023-01-05 05:00:00-06:00,19.107,19.107,16.9101,16.9101,20.0861,11.4509,8.2869,11.4509,15.5424,15.6691,15.7762,17.2082,17.0841
2023-01-05 06:00:00-06:00,24.283,24.283,21.376,21.376,24.712,19.7216,18.9383,19.7216,21.3903,21.526,21.6612,22.7346,22.7392
2023-01-05 07:00:00-06:00,28.6852,28.6852,26.5975,26.5975,28.7539,25.8629,25.746,25.8629,26.1302,26.2483,26.401,27.0852,27.1861
2023-01-05 08:00:00-06:00,35.165,35.165,33.8561,33.8561,34.9166,33.1483,33.2295,33.1483,32.9615,33.0739,33.2364,33.8267,33.9711
2023-01-05 09:00:00-06:00,50.3662,50.3662,48.8412,48.8412,49.6818,48.0388,48.3362,48.0388,47.7246,47.8699,48.0878,48.6736,48.9459
2023-01-05 10:00:00-06:00,54.5004,54.5004,52.9317,52.9317,53.7794,52.5032,52.9854,52.5032,51.8799,52.0317,52.2639,52.7142,53.0208
2023-01-05 11:00:00-06:00,44.567,44.567,43.2397,43.2397,44.0573,43.1433,43.5074,43.1433,42.4184,42.5444,42.7346,43.0694,43.3232
2023-01-05 12:00:00-06:00,37.6388,37.6388,36.491,36.491,37.2805,36.3067,36.6092,36.3067,35.7723,35.8803,36.0404,36.3563,36.5604
2023-01-05 13:00:00-06:00,33.3074,33.3074,32.2216,32.2216,33.0903,31.8939,32.1541,31.8939,31.5462,31.6501,31.7922,28.9737,32.3876
2023-01-05 14:00:00-06:00,31.828,31.828,30.7493,30.7493,31.6921,30.2566,30.5169,30.2566,30.0944,30.1965,30.3324,28.122,30.9323
2023-01-05 15:00:00-06:00,36.3722,36.3722,35.0415,35.0415,36.2798,34.2635,34.5713,34.2635,34.3273,34.4445,34.5994,32.6705,35.3961
2023-01-05 16:00:00-06:00,48.6379,48.6379,46.7239,46.7239,48.6296,45.597,46.0491,45.597,45.8824,46.0391,46.2451,47.2973,47.3564
2023-01-05 17:00:00-06:00,63.866,63.866,61.155,61.155,63.88,58.9948,59.641,58.9948,60.1225,60.327,60.5962,62.3474,62.439
2023-01-05 18:00:00-06:00,53.4861,53.4861,48.8958,48.8958,52.1283,45.1632,45.7735,45.1632,45.1588,45.4236,45.64,37.5928,41.7516
2023-01-05 19:00:00-06:00,40.8446,40.8446,35.3808,35.3808,38.694,30.1408,30.7009,30.1408,30.2699,30.5499,30.7101,16.67,23.1273
2023-01-05 20:00:00-06:00,36.5084,36.5084,31.6867,31.6867,35.3377,23.852,24.6953,23.852,27.1331,27.3934,27.5432,17.0112,22.0734
2023-01-05 21:00:00-06:00,33.9567,33.9567,26.3322,26.3322,30.2464,17.8026,18.6364,17.8026,18.2466,18.6103,18.7382,-4.7844,5.6932
2023-01-05 22:00:00-06:00,43.3987,43.3987,21.5686,21.5686,24.1771,1.8983,3.9956,1.8983,4.4112,5.2257,5.3765,-58.4543,-30.6107
2023-01-05 23:00:00-06:00,39.9567,39.9567,19.3476,19.3476,36.6529,-1.99,-1.83,-1.99,14.5705,15.142,15.264,-21.2315,-5.0101
2023-01-06 00:00:00-06:00,33.0941,33.0941,18.7447,18.7447,38.8734,-3.041,-2.0774,-3.041,16.4357,17.0751,17.1655,12.1046,14.0527
2023-01-06 01:00:00-06:00,30.4445,30.4445,18.3494,18.3494,36.7329,-5.1,-3.6542,-5.1,16.2849,16.8499,16.9321,16.6325,16.6979
2023-01-06 02:00:00-06:00,35.3982,35.3982,17.9406,17.9406,41.7191,-4.99,-4.4415,-4.99,15.0398,15.7781,15.8604,7.836,10.9063
2023-01-06 03:00:00-06:00,36.5903,36.5903,18.0906,18.0906,43.6904,-5.7761,-5.4717,-5.7761,15.2645,16.0354,16.1194,8.9678,11.6637
2023-01-06 04:00:00-06:00,28.4914,28.4914,20.4668,20.4668,23.168,-4.67,-3.534,-4.67,15.6555,15.8858,15.966,10.023,13.9217
2023-01-06 05:00:00-06:00,48.3911,48.3911,19.3376,19.3376,43.007,-0.1861,0.1605,-0.1861,17.7572,18.2867,18.3936,-5.69,7.0301
2023-01-06 06:00:00-06:00,52.6624,52.6624,18.7447,18.7447,40.0736,4.3313,4.1564,4.3313,16.2849,16.7933,16.9346,21.6166,24.8153
2023-01-06 07:00:00-06:00,49.1197,49.1197,18.7447,18.7447,27.9159,7.1492,6.8012,7.1492,16.503,17.0096,17.1583,22.205,24.8426
2023-01-06 08:00:00-06:00,42.5233,42.5233,18.9496,18.9496,25.3049,6.4812,6.5689,6.4812,16.9347,17.3592,17.5,22.3036,24.2507
2023-01-06 09:00:00-06:00,42.5371,42.5371,18.8988,18.8988,25.5373,11.3784,11.4891,11.3784,17.4595,17.8916,18.0606,22.1065,23.9399
2023-01-06 10:00:00-06:00,37.1387,37.1387,18.9496,18.9496,23.1582,17.3829,17.7298,17.3829,18.9911,18.3998,18.5699,22.0085,25.4652
2023-01-06 11:00:00-06:00,26.8708,26.8708,18.7447,18.7447,20.0471,20.0047,20.2263,20.0047,18.4905,18.2807,18.4274,21.8615,22.6589
2023-01-06 12:00:00-06:00,25.4526,25.4526,19.3376,19.3376,19.5453,20.8952,21.1474,20.8952,18.6844,18.4589,18.5933,22.2543,22.6895
2023-01-06 13:00:00-06:00,28.2943,28.2943,19.3143,19.3143,19.8335,21.0242,21.3305,21.0242,18.8651,18.4292,18.5619,22.3036,23.6768
2023-01-06 14:00:00-06:00,24.4589,24.4589,19.3376,19.3376,18.5489,18.4157,18.941,18.4157,18.7517,18.6768,18.7951,20.0879,20.9756
2023-01-06 15:00:00-06:00,26.1799,26.1799,12.3258,12.3258,22.9589,17.9968,18.34,17.9968,17.9732,18.2807,18.4071,20.5286,19.5205
2023-01-06 16:00:00-06:00,27.4128,27.4128,18.2405,18.2405,21.5672,18.0117,18.6624,18.0117,18.2419,18.1657,18.2935,21.9595,21.8517
2023-01-06 17:00:00-06:00,29.6976,29.6976,18.0294,18.0294,22.2948,17.0106,17.6169,17.0106,18.0488,17.9299,18.0727,21.9595,22.0977
2023-01-06 18:00:00-06:00,24.7639,24.7639,18.3494,18.3494,19.945,8.1484,9.5791,8.1484,16.942,17.2364,17.3722,19.8409,19.4971
2023-01-06 19:00:00-06:00,21.2809,21.2809,18.4412,18.4412,19.9195,4.8834,5.8768,4.8834,12.6631,12.9825,13.0948,15.5858,15.0646
2023-01-06 20:00:00-06:00,19.9387,19.9387,18.4921,18.4921,18.6602,0.5793,2.0729,0.5793,13.0742,13.2699,13.3678,16.8325,16.4381
2023-01-06 21:00:00-06:00,19.6595,19.6595,18.6446,18.6446,18.1191,-3.75,-1.4176,-3.75,13.2151,13.3786,13.4655,17.0348,16.5752
2023-01-06 22:00:00-06:00,19.094,19.094,18.3404,18.3404,18.5983,-6.2211,-4.0377,-6.2211,11.2289,11.4516,11.5318,15.0551,14.4701
2023-01-06 23:00:00-06:00,16.169,16.169,18.3494,18.3494,16.7988,-8.0645,-5.4392,-8.0645,9.9319,10.0663,10.1186,13.5604,13.098
2023-01-07 00:00:00-06:00,27.1224,27.1224,18.7447,18.7447,22.9997,-1.7208,-0.2991,-1.7208,14.8821,15.3872,15.4772,19.6111,18.6678
2023-01-07 01:00:00-06:00,24.6698,24.6698,18.7447,18.7447,23.5464,-3.657,-2.84,-3.657,11.2957,11.8139,11.896,16.3182,15.0876
2023-01-07 02:00:00-06:00,19.1062,19.1062,18.7447,18.7447,20.9148,-13.1954,-10.8417,-13.1954,6.7359,7.1034,7.1504,12.4893,11.4527
2023-01-07 03:00:00-06:00,18.4313,18.4313,18.6446,18.6446,21.7961,-9.3314,-9.6851,-9.3314,5.8142,6.1656,6.1918,11.5447,10.4501
2023-01-07 04:00:00-06:00,19.2443,19.2443,19.3376,19.3376,22.4184,-8.2189,-8.4277,-8.2189,6.9636,7.3076,7.329,12.631,11.5988
2023-01-07 05:00:00-06:00,26.5678,26.5678,19.0513,19.0513,33.7227,-4.9622,-4.9791,-4.9622,10.229,10.7895,10.8151,16.3015,14.7348
2023-01-07 06:00:00-06:00,31.1034,31.1034,18.8988,18.8988,36.1394,1.3933,0.8194,1.3933,15.6439,16.1434,16.1968,22.0085,20.576
2023-01-07 07:00:00-06:00,38.5401,38.5401,18.7971,18.7971,44.6842,5.2256,4.9128,5.2256,18.6178,19.3003,19.3872,20.1736,20.3737
2023-01-07 08:00:00-06:00,48.9911,48.9911,18.3494,18.3494,45.1351,18.1412,18.3532,18.1412,28.3389,28.7464,28.8805,13.1777,21.7309
2023-01-07 09:00:00-06:00,59.4105,59.4105,18.3494,18.3494,51.0105,22.931,22.7949,22.931,20.8514,20.5488,20.6948,17.58,25.687
2023-01-07 10:00:00-06:00,51.54,51.54,17.9377,17.9377,46.298,28.0101,28.0116,28.0101,20.0774,18.2807,18.4344,22.4021,30.2596
2023-01-07 11:00:00-06:00,41.8081,41.8081,19.9259,19.9259,37.6143,25.6709,25.9737,25.6709,24.7735,24.9755,25.1129,5.29,15.0944
2023-01-07 12:00:00-06:00,33.236,33.236,23.6233,23.6233,31.7685,24.9342,25.3644,24.9342,25.8873,26.0839,26.2114,18.6104,22.3988
2023-01-07 13:00:00-06:00,28.1671,28.1671,26.9615,26.9615,28.5168,24.9472,25.4597,24.9472,26.0382,26.145,26.2656,26.0504,26.4968
2023-01-07 14:00:00-06:00,27.3541,27.3541,26.5978,26.5978,27.703,25.8798,26.1752,25.8798,25.9844,26.0762,26.1926,26.5619,26.7141
2023-01-07 15:00:00-06:00,28.8363,28.8363,28.1065,28.1065,29.2007,27.385,27.6991,27.385,27.4588,27.5551,27.6779,28.1243,28.2608
2023-01-07 16:00:00-06:00,34.6508,34.6508,33.8177,33.8177,35.015,33.1332,33.4887,33.1332,33.1017,33.2136,33.3609,33.763,33.9642
2023-01-07 17:00:00-06:00,52.1725,52.1725,50.9217,50.9217,52.5888,49.7987,50.3333,49.7987,49.8637,50.0259,50.2472,50.7135,51.0205
2023-01-07 18:00:00-06:00,44.8851,44.8851,44.0042,44.0042,44.9591,43.0651,43.522,43.0651,43.0621,43.1979,43.3891,43.7267,44.0127
2023-01-07 19:00:00-06:00,37.9871,37.9871,37.273,37.273,38.0235,36.3935,36.7656,36.3935,36.4538,36.5679,36.7298,35.1324,37.2526
2023-01-07 20:00:00-06:00,35.7631,35.7631,35.2417,35.2417,35.6632,34.4165,34.7652,34.4165,34.4211,34.5273,34.6803,33.4347,35.1581
2023-01-07 21:00:00-06:00,38.0971,38.0971,37.7197,37.7197,37.8626,36.9578,37.315,36.9578,36.8218,36.9345,37.098,36.758,37.6561
2023-01-07 22:00:00-06:00,34.9911,34.9911,34.6046,34.6046,34.8374,33.9483,34.2655,33.9483,33.813,33.9182,34.0689,34.4066,34.5775
2023-01-07 23:00:00-06:00,26.3503,26.3503,26.148,26.148,26.2005,25.2821,25.5682,25.2821,25.455,25.5353,25.649,26.0086,26.1325
2023-01-08 00:00:00-06:00,26.4178,26.4178,26.0899,26.0899,26.4986,25.0221,25.3937,25.0221,25.4901,25.5736,25.6892,25.9861,26.1057
2023-01-08 01:00:00-06:00,25.3499,25.3499,25.0572,25.0572,25.4307,23.7109,24.093,23.7109,24.4327,24.5126,24.6232,24.9317,25.0449
